Last Split Date 3,6/7/2005,CVS
Forward Annual Dividend Rate 4,--,MTCH
Forward Annual Dividend Yield 4,--,MTCH
Trailing Annual Dividend Rate 3,0.00,MTCH
Trailing Annual Dividend Yield 3,0.00%,MTCH
5 Year Average Dividend Yield 4,1.52,MTCH
Payout Ratio 4,0.00%,MTCH
Dividend Date 3,12/19/2018,MTCH
Ex-Dividend Date 4,11/10/2015,MTCH
Last Split Factor 2,3502:1000,MTCH
Last Split Date 3,7/1/2020,MTCH
Forward Annual Dividend Rate 4,--,PYPL
Forward Annual Dividend Yield 4,--,PYPL
Trailing Annual Dividend Rate 3,0.00,PYPL
Trailing Annual Dividend Yield 3,0.00%,PYPL
5 Year Average Dividend Yield 4,--,PYPL
Payout Ratio 4,0.00%,PYPL
Dividend Date 3,--,PYPL
Ex-Dividend Date 4,--,PYPL
Last Split Factor 2,--,PYPL
Last Split Date 3,--,PYPL
Forward Annual Dividend Rate 4,--,BRK-B
Forward Annual Dividend Yield 4,--,BRK-B
Trailing Annual Dividend Rate 3,0.00,BRK-B
Trailing Annual Dividend Yield 3,0.00%,BRK-B
5 Year Average Dividend Yield 4,--,BRK-B
Payout Ratio 4,0.00%,BRK-B
Dividend Date 3,--,BRK-B
Ex-Dividend Date 4,--,BRK-B
Last Split Factor 2,50:1,BRK-B
Last Split Date 3,1/21/2010,BRK-B
Forward Annual Dividend Rate 4,0.32,DOLE
Forward Annual Dividend Yield 4,2.46%,DOLE
Trailing Annual Dividend Rate 3,0.32,DOLE
Trailing Annual Dividend Yield 3,2.46%,DOLE
5 Year Average Dividend Yield 4,--,DOLE
Payout Ratio 4,15.76%,DOLE
Dividend Date 3,7/5/2024,DOLE
Ex-Dividend Date 4,6/12/2024,DOLE
Last Split Factor 2,--,DOLE
Last Split Date 3,--,DOLE
Forward Annual Dividend Rate 4,5.04,FDX
Forward Annual Dividend Yield 4,1.98%,FDX
Trailing Annual Dividend Rate 3,5.04,FDX
Trailing Annual Dividend Yield 3,1.98%,FDX
5 Year Average Dividend Yield 4,1.60,FDX
Payout Ratio 4,28.45%,FDX
Dividend Date 3,4/1/2024,FDX
Ex-Dividend Date 4,3/8/2024,FDX
Last Split Factor 2,2:1,FDX
Last Split Date 3,5/7/1999,FDX
Forward Annual Dividend Rate 4,0.23,NOV
Forward Annual Dividend Yield 4,1.19%,NOV
Trailing Annual Dividend Rate 3,0.20,NOV
Trailing Annual Dividend Yield 3,1.05%,NOV
5 Year Average Dividend Yield 4,1.25,NOV
Payout Ratio 4,8.06%,NOV
Dividend Date 3,6/28/2024,NOV
Ex-Dividend Date 4,6/14/2024,NOV
Last Split Factor 2,1109:1000,NOV
Last Split Date 3,6/2/2014,NOV
Forward Annual Dividend Rate 4,0.24,CIG
Forward Annual Dividend Yield 4,9.37%,CIG
Trailing Annual Dividend Rate 3,1.09,CIG
Trailing Annual Dividend Yield 3,42.16%,CIG
5 Year Average Dividend Yield 4,6.87,CIG
Payout Ratio 4,49.07%,CIG
Dividend Date 3,12/13/2017,CIG
Ex-Dividend Date 4,5/2/2024,CIG
Last Split Factor 2,13076:10000,CIG
Last Split Date 3,1/13/2014,CIG
Forward Annual Dividend Rate 4,4.4,TGT
Forward Annual Dividend Yield 4,2.81%,TGT
Trailing Annual Dividend Rate 3,4.36,TGT
Trailing Annual Dividend Yield 3,2.78%,TGT
5 Year Average Dividend Yield 4,2.24,TGT
Payout Ratio 4,48.77%,TGT
Dividend Date 3,6/10/2024,TGT
Ex-Dividend Date 4,5/14/2024,TGT
Last Split Factor 2,2:1,TGT
Last Split Date 3,7/20/2000,TGT
Forward Annual Dividend Rate 4,0.19,IBN
Forward Annual Dividend Yield 4,0.71%,IBN
Trailing Annual Dividend Rate 3,10.00,IBN
Trailing Annual Dividend Yield 3,36.93%,IBN
5 Year Average Dividend Yield 4,1.01,IBN
Payout Ratio 4,12.89%,IBN
Dividend Date 3,9/8/2023,IBN
Ex-Dividend Date 4,8/8/2023,IBN
Last Split Factor 2,11:10,IBN
Last Split Date 3,6/19/2017,IBN
Forward Annual Dividend Rate 4,0.52,FOXA
Forward Annual Dividend Yield 4,1.58%,FOXA
Trailing Annual Dividend Rate 3,0.52,FOXA
Trailing Annual Dividend Yield 3,1.58%,FOXA
5 Year Average Dividend Yield 4,1.42,FOXA
Payout Ratio 4,16.40%,FOXA
Dividend Date 3,3/26/2024,FOXA
Ex-Dividend Date 4,3/5/2024,FOXA
Last Split Factor 2,--,FOXA
Last Split Date 3,--,FOXA
Forward Annual Dividend Rate 4,--,URBN
Forward Annual Dividend Yield 4,--,URBN
Trailing Annual Dividend Rate 3,0.00,URBN
Trailing Annual Dividend Yield 3,0.00%,URBN
5 Year Average Dividend Yield 4,--,URBN
Payout Ratio 4,0.00%,URBN
Dividend Date 3,--,URBN
Ex-Dividend Date 4,--,URBN
Last Split Factor 2,2:1,URBN
Last Split Date 3,9/26/2005,URBN
Forward Annual Dividend Rate 4,0.44,SLM
Forward Annual Dividend Yield 4,2.13%,SLM
Trailing Annual Dividend Rate 3,0.44,SLM
Trailing Annual Dividend Yield 3,2.13%,SLM
5 Year Average Dividend Yield 4,1.67,SLM
Payout Ratio 4,13.71%,SLM
Dividend Date 3,6/17/2024,SLM
Ex-Dividend Date 4,6/5/2024,SLM
Last Split Factor 2,2798:1000,SLM
Last Split Date 3,5/1/2014,SLM
Forward Annual Dividend Rate 4,--,ACGL
Forward Annual Dividend Yield 4,--,ACGL
Trailing Annual Dividend Rate 3,0.00,ACGL
Trailing Annual Dividend Yield 3,0.00%,ACGL
5 Year Average Dividend Yield 4,--,ACGL
Payout Ratio 4,0.00%,ACGL
Dividend Date 3,--,ACGL
Ex-Dividend Date 4,--,ACGL
Last Split Factor 2,3:1,ACGL
Last Split Date 3,6/21/2018,ACGL
Forward Annual Dividend Rate 4,0.76,BBVA
Forward Annual Dividend Yield 4,7.11%,BBVA
Trailing Annual Dividend Rate 3,0.55,BBVA
Trailing Annual Dividend Yield 3,5.12%,BBVA
5 Year Average Dividend Yield 4,5.17,BBVA
Payout Ratio 4,0.00%,BBVA
Dividend Date 3,4/25/2024,BBVA
Ex-Dividend Date 4,4/8/2024,BBVA
Last Split Factor 2,60:59,BBVA
Last Split Date 3,3/29/2011,BBVA
Forward Annual Dividend Rate 4,--,CNC
Forward Annual Dividend Yield 4,--,CNC
Trailing Annual Dividend Rate 3,0.00,CNC
Trailing Annual Dividend Yield 3,0.00%,CNC
5 Year Average Dividend Yield 4,--,CNC
Payout Ratio 4,0.00%,CNC
Dividend Date 3,--,CNC
Ex-Dividend Date 4,--,CNC
Last Split Factor 2,2:1,CNC
Last Split Date 3,2/7/2019,CNC
Forward Annual Dividend Rate 4,5.83,EURN
Forward Annual Dividend Yield 4,27.71%,EURN
Trailing Annual Dividend Rate 3,1.64,EURN
Trailing Annual Dividend Yield 3,7.79%,EURN
5 Year Average Dividend Yield 4,7.30,EURN
Payout Ratio 4,35.45%,EURN
Dividend Date 3,5/31/2024,EURN
Ex-Dividend Date 4,5/22/2024,EURN
Last Split Factor 2,--,EURN
Last Split Date 3,--,EURN
Forward Annual Dividend Rate 4,1.88,HIG
Forward Annual Dividend Yield 4,1.84%,HIG
Trailing Annual Dividend Rate 3,1.79,HIG
Trailing Annual Dividend Yield 3,1.75%,HIG
5 Year Average Dividend Yield 4,2.32,HIG
Payout Ratio 4,20.39%,HIG
Dividend Date 3,7/2/2024,HIG
Ex-Dividend Date 4,6/3/2024,HIG
Last Split Factor 2,2:1,HIG
Last Split Date 3,7/16/1998,HIG
Forward Annual Dividend Rate 4,1.92,ARCC
Forward Annual Dividend Yield 4,9.00%,ARCC
Trailing Annual Dividend Rate 3,1.92,ARCC
Trailing Annual Dividend Yield 3,9.00%,ARCC
5 Year Average Dividend Yield 4,9.23,ARCC
Payout Ratio 4,65.53%,ARCC
Dividend Date 3,6/28/2024,ARCC
Ex-Dividend Date 4,6/14/2024,ARCC
Last Split Factor 2,--,ARCC
Last Split Date 3,--,ARCC
Forward Annual Dividend Rate 4,0.38,CHX
Forward Annual Dividend Yield 4,1.11%,CHX
Trailing Annual Dividend Rate 3,0.35,CHX
Trailing Annual Dividend Yield 3,1.03%,CHX
5 Year Average Dividend Yield 4,--,CHX
Payout Ratio 4,19.02%,CHX
Dividend Date 3,7/26/2024,CHX
Ex-Dividend Date 4,7/5/2024,CHX
Last Split Factor 2,--,CHX
Last Split Date 3,--,CHX
Forward Annual Dividend Rate 4,1.5,JKS
Forward Annual Dividend Yield 4,6.25%,JKS
Trailing Annual Dividend Rate 3,10.64,JKS
Trailing Annual Dividend Yield 3,44.34%,JKS
5 Year Average Dividend Yield 4,--,JKS
Payout Ratio 4,20.75%,JKS
Dividend Date 3,12/6/2023,JKS
Ex-Dividend Date 4,11/22/2023,JKS
Last Split Factor 2,--,JKS
Last Split Date 3,--,JKS
Forward Annual Dividend Rate 4,0.25,MUFG
Forward Annual Dividend Yield 4,2.49%,MUFG
Trailing Annual Dividend Rate 3,41.00,MUFG
Trailing Annual Dividend Yield 3,408.77%,MUFG
5 Year Average Dividend Yield 4,4.14,MUFG
Payout Ratio 4,16.75%,MUFG
Dividend Date 3,12/15/2023,MUFG
Ex-Dividend Date 4,9/28/2023,MUFG
Last Split Factor 2,--,MUFG
Last Split Date 3,--,MUFG
Forward Annual Dividend Rate 4,--,PLYA
Forward Annual Dividend Yield 4,--,PLYA
Trailing Annual Dividend Rate 3,0.00,PLYA
Trailing Annual Dividend Yield 3,0.00%,PLYA
5 Year Average Dividend Yield 4,--,PLYA
Payout Ratio 4,0.00%,PLYA
Dividend Date 3,--,PLYA
Ex-Dividend Date 4,--,PLYA
Last Split Factor 2,--,PLYA
Last Split Date 3,--,PLYA
Forward Annual Dividend Rate 4,0.48,GNTX
Forward Annual Dividend Yield 4,1.39%,GNTX
Trailing Annual Dividend Rate 3,0.48,GNTX
Trailing Annual Dividend Yield 3,1.39%,GNTX
5 Year Average Dividend Yield 4,1.61,GNTX
Payout Ratio 4,25.40%,GNTX
Dividend Date 3,4/17/2024,GNTX
Ex-Dividend Date 4,4/4/2024,GNTX
Last Split Factor 2,2:1,GNTX
Last Split Date 3,1/2/2015,GNTX
Forward Annual Dividend Rate 4,0.66,TEX
Forward Annual Dividend Yield 4,1.07%,TEX
Trailing Annual Dividend Rate 3,0.66,TEX
Trailing Annual Dividend Yield 3,1.07%,TEX
5 Year Average Dividend Yield 4,1.26,TEX
Payout Ratio 4,8.73%,TEX
Dividend Date 3,3/19/2024,TEX
Ex-Dividend Date 4,3/7/2024,TEX
Last Split Factor 2,2:1,TEX
Last Split Date 3,7/17/2006,TEX
Forward Annual Dividend Rate 4,--,APTV
Forward Annual Dividend Yield 4,--,APTV
Trailing Annual Dividend Rate 3,0.00,APTV
Trailing Annual Dividend Yield 3,0.00%,APTV
5 Year Average Dividend Yield 4,1.16,APTV
Payout Ratio 4,0.00%,APTV
Dividend Date 3,2/19/2020,APTV
Ex-Dividend Date 4,2/4/2020,APTV
Last Split Factor 2,1193:1000,APTV
Last Split Date 3,12/5/2017,APTV
Forward Annual Dividend Rate 4,--,PUMP
Forward Annual Dividend Yield 4,--,PUMP
Trailing Annual Dividend Rate 3,0.00,PUMP
Trailing Annual Dividend Yield 3,0.00%,PUMP
5 Year Average Dividend Yield 4,--,PUMP
Payout Ratio 4,0.00%,PUMP
Dividend Date 3,--,PUMP
Ex-Dividend Date 4,--,PUMP
Last Split Factor 2,--,PUMP
Last Split Date 3,--,PUMP
Forward Annual Dividend Rate 4,--,YALA
Forward Annual Dividend Yield 4,--,YALA
Trailing Annual Dividend Rate 3,0.00,YALA
Trailing Annual Dividend Yield 3,0.00%,YALA
5 Year Average Dividend Yield 4,--,YALA
Payout Ratio 4,0.00%,YALA
Dividend Date 3,--,YALA
Ex-Dividend Date 4,--,YALA
Last Split Factor 2,--,YALA
Last Split Date 3,--,YALA
Forward Annual Dividend Rate 4,5.2,PRU
Forward Annual Dividend Yield 4,4.42%,PRU
Trailing Annual Dividend Rate 3,5.05,PRU
Trailing Annual Dividend Yield 3,4.29%,PRU
5 Year Average Dividend Yield 4,5.01,PRU
Payout Ratio 4,85.16%,PRU
Dividend Date 3,6/13/2024,PRU
Ex-Dividend Date 4,5/20/2024,PRU
Last Split Factor 2,--,PRU
Last Split Date 3,--,PRU
Forward Annual Dividend Rate 4,1.6,VOYA
Forward Annual Dividend Yield 4,2.16%,VOYA
Trailing Annual Dividend Rate 3,1.40,VOYA
Trailing Annual Dividend Yield 3,1.89%,VOYA
5 Year Average Dividend Yield 4,1.08,VOYA
Payout Ratio 4,19.91%,VOYA
Dividend Date 3,6/26/2024,VOYA
Ex-Dividend Date 4,5/28/2024,VOYA
Last Split Factor 2,--,VOYA
Last Split Date 3,--,VOYA
Forward Annual Dividend Rate 4,--,GDDY
Forward Annual Dividend Yield 4,--,GDDY
Trailing Annual Dividend Rate 3,0.00,GDDY
Trailing Annual Dividend Yield 3,0.00%,GDDY
5 Year Average Dividend Yield 4,--,GDDY
Payout Ratio 4,0.00%,GDDY
Dividend Date 3,--,GDDY
Ex-Dividend Date 4,--,GDDY
Last Split Factor 2,--,GDDY
Last Split Date 3,--,GDDY
Forward Annual Dividend Rate 4,1.73,YY
Forward Annual Dividend Yield 4,5.14%,YY
Trailing Annual Dividend Rate 3,0.00,YY
Trailing Annual Dividend Yield 3,0.00%,YY
5 Year Average Dividend Yield 4,--,YY
Payout Ratio 4,25.42%,YY
Dividend Date 3,10/13/2023,YY
Ex-Dividend Date 4,9/25/2023,YY
Last Split Factor 2,--,YY
Last Split Date 3,--,YY
Forward Annual Dividend Rate 4,--,MOMO
Forward Annual Dividend Yield 4,--,MOMO
Trailing Annual Dividend Rate 3,0.00,MOMO
Trailing Annual Dividend Yield 3,0.00%,MOMO
5 Year Average Dividend Yield 4,--,MOMO
Payout Ratio 4,0.00%,MOMO
Dividend Date 3,4/30/2024,MOMO
Ex-Dividend Date 4,4/11/2024,MOMO
Last Split Factor 2,--,MOMO
Last Split Date 3,--,MOMO
Forward Annual Dividend Rate 4,0.15,PVH
Forward Annual Dividend Yield 4,0.13%,PVH
Trailing Annual Dividend Rate 3,0.15,PVH
Trailing Annual Dividend Yield 3,0.13%,PVH
5 Year Average Dividend Yield 4,0.13,PVH
Payout Ratio 4,1.39%,PVH
Dividend Date 3,6/26/2024,PVH
Ex-Dividend Date 4,6/5/2024,PVH
Last Split Factor 2,2:1,PVH
Last Split Date 3,10/10/1991,PVH
Forward Annual Dividend Rate 4,0.13,UGP
Forward Annual Dividend Yield 4,2.74%,UGP
Trailing Annual Dividend Rate 3,0.65,UGP
Trailing Annual Dividend Yield 3,13.51%,UGP
5 Year Average Dividend Yield 4,2.94,UGP
Payout Ratio 4,27.73%,UGP
Dividend Date 3,3/25/2024,UGP
Ex-Dividend Date 4,3/8/2024,UGP
Last Split Factor 2,2:1,UGP
Last Split Date 3,4/25/2019,UGP
Forward Annual Dividend Rate 4,--,INCY
Forward Annual Dividend Yield 4,--,INCY
Trailing Annual Dividend Rate 3,0.00,INCY
Trailing Annual Dividend Yield 3,0.00%,INCY
5 Year Average Dividend Yield 4,--,INCY
Payout Ratio 4,0.00%,INCY
Dividend Date 3,--,INCY
Ex-Dividend Date 4,--,INCY
Last Split Factor 2,2:1,INCY
Last Split Date 3,9/1/2000,INCY
Forward Annual Dividend Rate 4,3.64,CB
Forward Annual Dividend Yield 4,1.38%,CB
Trailing Annual Dividend Rate 3,3.44,CB
Trailing Annual Dividend Yield 3,1.30%,CB
5 Year Average Dividend Yield 4,1.83,CB
Payout Ratio 4,15.29%,CB
Dividend Date 3,7/5/2024,CB
Ex-Dividend Date 4,6/13/2024,CB
Last Split Factor 2,3:1,CB
Last Split Date 3,3/3/1998,CB
Forward Annual Dividend Rate 4,2.17,FRO
Forward Annual Dividend Yield 4,7.72%,FRO
Trailing Annual Dividend Rate 3,2.17,FRO
Trailing Annual Dividend Yield 3,7.72%,FRO
5 Year Average Dividend Yield 4,11.48,FRO
Payout Ratio 4,97.29%,FRO
Dividend Date 3,3/27/2024,FRO
Ex-Dividend Date 4,3/14/2024,FRO
Last Split Factor 2,1:5,FRO
Last Split Date 3,2/3/2016,FRO
Forward Annual Dividend Rate 4,0.5,SEM
Forward Annual Dividend Yield 4,1.48%,SEM
Trailing Annual Dividend Rate 3,0.50,SEM
Trailing Annual Dividend Yield 3,1.48%,SEM
5 Year Average Dividend Yield 4,--,SEM
Payout Ratio 4,23.81%,SEM
Dividend Date 3,5/30/2024,SEM
Ex-Dividend Date 4,5/15/2024,SEM
Last Split Factor 2,--,SEM
Last Split Date 3,--,SEM
Forward Annual Dividend Rate 4,1.56,GBDC
Forward Annual Dividend Yield 4,9.49%,GBDC
Trailing Annual Dividend Rate 3,1.46,GBDC
Trailing Annual Dividend Yield 3,8.89%,GBDC
5 Year Average Dividend Yield 4,8.49,GBDC
Payout Ratio 4,71.92%,GBDC
Dividend Date 3,6/14/2024,GBDC
Ex-Dividend Date 4,5/15/2024,GBDC
Last Split Factor 2,1021:1000,GBDC
Last Split Date 3,4/13/2020,GBDC
Forward Annual Dividend Rate 4,1.08,CAKE
Forward Annual Dividend Yield 4,2.80%,CAKE
Trailing Annual Dividend Rate 3,1.08,CAKE
Trailing Annual Dividend Yield 3,2.82%,CAKE
5 Year Average Dividend Yield 4,2.55,CAKE
Payout Ratio 4,49.32%,CAKE
Dividend Date 3,6/4/2024,CAKE
Ex-Dividend Date 4,5/21/2024,CAKE
Last Split Factor 2,3:2,CAKE
Last Split Date 3,12/9/2004,CAKE
Forward Annual Dividend Rate 4,1.16,BNL
Forward Annual Dividend Yield 4,7.41%,BNL
Trailing Annual Dividend Rate 3,1.13,BNL
Trailing Annual Dividend Yield 3,7.22%,BNL
5 Year Average Dividend Yield 4,--,BNL
Payout Ratio 4,87.11%,BNL
Dividend Date 3,7/15/2024,BNL
Ex-Dividend Date 4,6/28/2024,BNL
Last Split Factor 2,--,BNL
Last Split Date 3,--,BNL
Forward Annual Dividend Rate 4,1.8,AIRC
Forward Annual Dividend Yield 4,4.65%,AIRC
Trailing Annual Dividend Rate 3,1.35,AIRC
Trailing Annual Dividend Yield 3,3.49%,AIRC
5 Year Average Dividend Yield 4,4.54,AIRC
Payout Ratio 4,41.86%,AIRC
Dividend Date 3,2/27/2024,AIRC
Ex-Dividend Date 4,2/15/2024,AIRC
Last Split Factor 2,--,AIRC
Last Split Date 3,--,AIRC
